date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:37:27	89548/89548	---M--	200	added ('OK')	image/jpeg	etag:%2264a5555c-15dcc%22	https://packdigital.click/wp-content/uploads/2023/07/photo_2023-07-05_06-32-33.jpg	E:/2.%20paginas/PACKDIGITAL1/Packdigital1/packdigital.click/wp-content/uploads/2023/07/photo_2023-07-05_06-32-33.jpg	(from https://packdigital.click/canva-pro-2024/)
19:37:27	192231/192231	---M--	200	added ('OK')	image/png	etag:%2263cc05f8-2eee7%22	https://packdigital.click/wp-content/uploads/2023/01/sello-garantia-100x100-satisfaccion.png	E:/2.%20paginas/PACKDIGITAL1/Packdigital1/packdigital.click/wp-content/uploads/2023/01/sello-garantia-100x100-satisfaccion.png	(from https://packdigital.click/canva-pro-2024/)
19:37:27	3747/3747	---MCZ	200	added ('OK')	text/css	etag:W/%2264ee2827-ea3%22	https://packdigital.click/wp-content/plugins/ml-slider/assets/sliders/flexslider/flexslider.css?ver=3.36.0	E:/2.%20paginas/PACKDIGITAL1/Packdigital1/packdigital.click/wp-content/plugins/ml-slider/assets/sliders/flexslider/flexsliderf117.css	(from https://packdigital.click/canva-pro-2024/)
19:37:28	7338/7338	---MCZ	200	added ('OK')	text/css	etag:W/%2264ee2827-1caa%22	https://packdigital.click/wp-content/plugins/ml-slider/assets/metaslider/public.css?ver=3.36.0	E:/2.%20paginas/PACKDIGITAL1/Packdigital1/packdigital.click/wp-content/plugins/ml-slider/assets/metaslider/publicf117.css	(from https://packdigital.click/canva-pro-2024/)
19:37:28	44109/44109	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660d6a84-ac4d%22	https://packdigital.click/wp-content/plugins/op-builder/public/assets/cache/page-996.js?ver=977e0e7df55d54fcd01606fe90718ecf	E:/2.%20paginas/PACKDIGITAL1/Packdigital1/packdigital.click/wp-content/plugins/op-builder/public/assets/cache/page-996532e.js	(from https://packdigital.click/canva-pro-2024/)
19:37:28	23983/23983	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264ee2827-5daf%22	https://packdigital.click/wp-content/plugins/ml-slider/assets/sliders/flexslider/jquery.flexslider.min.js?ver=3.36.0	E:/2.%20paginas/PACKDIGITAL1/Packdigital1/packdigital.click/wp-content/plugins/ml-slider/assets/sliders/flexslider/jquery.flexslider.minf117.js	(from https://packdigital.click/canva-pro-2024/)
19:37:29	8360/8360	---M--	200	added ('OK')	image/jpeg	etag:%2263cc05ef-20a8%22	https://packdigital.click/wp-content/uploads/2023/01/diseno-sin-titulo-3-1-300x169-1.jpg	E:/2.%20paginas/PACKDIGITAL1/Packdigital1/packdigital.click/wp-content/uploads/2023/01/diseno-sin-titulo-3-1-300x169-1.jpg	(from https://packdigital.click/wp-content/plugins/op-builder/public/assets/cache/page-996.css?ver=977e0e7df55d54fcd01606fe90718ecf)
19:37:29	462506/462506	---M--	200	added ('OK')	image/jpeg	etag:%2263cc05e3-70eaa%22	https://packdigital.click/wp-content/uploads/2023/01/diseno-sin-titulo-3-1.jpg	E:/2.%20paginas/PACKDIGITAL1/Packdigital1/packdigital.click/wp-content/uploads/2023/01/diseno-sin-titulo-3-1.jpg	(from https://packdigital.click/wp-content/plugins/op-builder/public/assets/cache/page-996.css?ver=977e0e7df55d54fcd01606fe90718ecf)
19:37:29	2082/2082	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2264ee2827-822%22	https://packdigital.click/wp-content/plugins/ml-slider/assets/sliders/flexslider/fonts/flexslider-icon.eot	E:/2.%20paginas/PACKDIGITAL1/Packdigital1/packdigital.click/wp-content/plugins/ml-slider/assets/sliders/flexslider/fonts/flexslider-icon.eot	(from https://packdigital.click/wp-content/plugins/ml-slider/assets/sliders/flexslider/flexslider.css?ver=3.36.0)
19:37:29	2082/2082	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2264ee2827-822%22	https://packdigital.click/wp-content/plugins/ml-slider/assets/sliders/flexslider/fonts/flexslider-icon.eot?	E:/2.%20paginas/PACKDIGITAL1/Packdigital1/packdigital.click/wp-content/plugins/ml-slider/assets/sliders/flexslider/fonts/flexslider-icond41d.eot	(from https://packdigital.click/wp-content/plugins/ml-slider/assets/sliders/flexslider/flexslider.css?ver=3.36.0)
19:37:29	1268/1268	---M--	200	added ('OK')	application/font-woff	etag:%2264ee2827-4f4%22	https://packdigital.click/wp-content/plugins/ml-slider/assets/sliders/flexslider/fonts/flexslider-icon.woff	E:/2.%20paginas/PACKDIGITAL1/Packdigital1/packdigital.click/wp-content/plugins/ml-slider/assets/sliders/flexslider/fonts/flexslider-icon.woff	(from https://packdigital.click/wp-content/plugins/ml-slider/assets/sliders/flexslider/flexslider.css?ver=3.36.0)
19:37:30	1892/1892	---M--	200	added ('OK')	application/octet-stream	etag:%2264ee2827-764%22	https://packdigital.click/wp-content/plugins/ml-slider/assets/sliders/flexslider/fonts/flexslider-icon.ttf	E:/2.%20paginas/PACKDIGITAL1/Packdigital1/packdigital.click/wp-content/plugins/ml-slider/assets/sliders/flexslider/fonts/flexslider-icon.ttf	(from https://packdigital.click/wp-content/plugins/ml-slider/assets/sliders/flexslider/flexslider.css?ver=3.36.0)
19:37:30	2334/2334	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264ee2827-91e%22	https://packdigital.click/wp-content/plugins/ml-slider/assets/sliders/flexslider/fonts/flexslider-icon.svg	E:/2.%20paginas/PACKDIGITAL1/Packdigital1/packdigital.click/wp-content/plugins/ml-slider/assets/sliders/flexslider/fonts/flexslider-icon.svg	(from https://packdigital.click/wp-content/plugins/ml-slider/assets/sliders/flexslider/flexslider.css?ver=3.36.0)
19:37:30	1866/1866	---M--	200	added ('OK')	image/png	etag:%2264ee2827-74a%22	https://packdigital.click/wp-content/plugins/ml-slider/assets/metaslider/bg_direction_nav.png	E:/2.%20paginas/PACKDIGITAL1/Packdigital1/packdigital.click/wp-content/plugins/ml-slider/assets/metaslider/bg_direction_nav.png	(from https://packdigital.click/wp-content/plugins/ml-slider/assets/metaslider/public.css?ver=3.36.0)
